Realm Name,Export Time,PMktPrice Date,Reserved,Item ID,Item Name,AH MarketPrice Coppers,AH Quantity,AH MarketPrice,AH MinimumPrice,14-day Median Market Price,Median Market Price StdDev,14-day Todays PMktPrice,PMktPrice StdDev,Daily Price Change,Avg Daily Posted,Avg Estimated Daily Sold,Estimated Demand
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76617,Perfect Retaliating Roguestone,264999,2,26.4999,26.4999,28.9,2.71,25.1,1.45,-0.019,8.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76618,Perfect Etched Roguestone,0,0,0,0,29.99,27.82,26.02,27.29,-0.0399,8,0.36,0.045
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76619,Perfect Mysterious Roguestone,499900,2,49.99,49.99,48.51,14.95,53.78,14.33,0.0246,10.29,1.86,0.1808
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76620,Perfect Purified Roguestone,1207500,82,120.75,28.9997,48.9,20.55,55.67,20.58,0.0256,34.21,17.71,0.5177
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76621,Perfect Shifting Roguestone,0,0,0,0,99.1,22.65,64.48,13.71,-0.0331,6.29,0.43,0.0684
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76622,Perfect Guardian's Roguestone,992999,3,99.2999,99.2999,80,8.04,91.12,6.52,0.0273,3,0.14,0.0467
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76623,Perfect Timeless Roguestone,446000,7,44.6,44.6,45.4,108.8,90.44,103.88,0.0029,4,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76624,Perfect Defender's Roguestone,198999,3,19.9,19.9,73.9,52.69,65.16,52.22,-0.0318,13.64,1.43,0.1048
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76625,Perfect Sovereign Roguestone,787014,49,78.7014,78.7014,40.89,33.31,30.44,13.39,-0.0826,49.21,0.5,0.0102
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76626,Perfect Delicate Pandarian Garnet,299998,66,29.9998,29.9997,41.86,5.45,40.35,5.62,-0.0046,73.14,26.5,0.3623
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76627,Perfect Precise Pandarian Garnet,499995,3,49.9995,49.9995,49.9,114.75,95.14,115.92,0.0375,4.5,0.71,0.1578
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76628,Perfect Brilliant Pandarian Garnet,359997,56,35.9997,35.999,42.8,21.71,67.2,18.82,0.0538,95.79,27,0.2819
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76629,Perfect Flashing Pandarian Garnet,498999,3,49.8999,49.8999,45.63,4.69,51.12,3.99,0.0119,18.93,2.07,0.1094
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76630,Perfect Bold Pandarian Garnet,815577,7,81.5577,81.5577,32.9,40.5,78.48,34.02,0.0722,48.43,7.14,0.1474
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76631,Perfect Smooth Sunstone,432000,98,43.2,43.1992,43.67,11.54,49.4,11.01,0.0237,166.14,35.36,0.2128
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76632,Perfect Subtle Sunstone,87500,3,8.75,8.75,19.8,134.04,14.48,133.13,-0.1015,39.79,2.86,0.0719
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76633,Perfect Quick Sunstone,397999,35,39.8,39.7997,45.77,6.99,45.53,6.98,0.0044,95.57,24.07,0.2519
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76634,Perfect Fractured Sunstone,269595,19,26.9595,26.9595,29.9,9.26,32.37,9.52,0.0116,61.86,14.86,0.2402
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76635,Perfect Mystic Sunstone,187994,10,18.7995,18.7994,19.85,5.61,12.99,4.6,-0.0427,66.29,3.5,0.0528
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76636,Rigid River's Heart,43828,45,4.3828,4.32,4.92,3.06,7.07,2.82,0.0187,164.86,23.43,0.1421
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76637,Stormy River's Heart,158029,42,15.8029,4.9,7,11.62,5.58,11.3,-0.062,175,29.21,0.1669
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76638,Sparkling River's Heart,169500,56,16.95,13,8,2.5,10.55,2.25,0.0338,249.86,67.36,0.2696
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76639,Solid River's Heart,139999,52,13.9999,12.95,6.95,3.19,10.25,2.85,0.0398,219.64,47.64,0.2169
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76640,Misty Wild Jade,492272,27,49.2272,45.0459,43.9,5.14,43.81,5.31,0.0013,221.29,48.36,0.2185
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76641,Piercing Wild Jade,452662,34,45.2662,43,43.04,5.55,47.82,4.55,0.0183,147.29,45,0.3055
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76642,Lightning Wild Jade,2009000,22,200.9,200.9,46,4.4,48.09,4.45,0.0048,182.57,52.07,0.2852
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76643,Sensei's Wild Jade,399900,41,39.99,39.9,44.5,3.65,47.49,3.42,0.0085,294.5,54,0.1834
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76644,Effulgent Wild Jade,188999,62,18.9,18.5,25,15.87,36.89,15.35,0.0466,188.79,24.21,0.1282
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76645,Zen Wild Jade,2009000,20,200.9,200.8999,42.98,7.1,44.26,7.03,0.0088,171.14,38.14,0.2229
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76646,Balanced Wild Jade,518783,16,51.8783,50.8,8.7,14.44,6.84,13.33,-0.0701,45.93,3.43,0.0747
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76647,Vivid Wild Jade,302999,35,30.2999,30,19.9,13.5,21.25,13.66,-0.0092,102.57,11.43,0.1114
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76648,Turbid Wild Jade,130000,35,13,7.95,9,14.63,14.31,14.32,0.005,67.14,2.29,0.0341
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76649,Radiant Wild Jade,559515,17,55.9515,55.9514,44.72,5.61,42.63,5.66,-0.0026,160,36.43,0.2277
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76650,Shattered Wild Jade,368999,60,36.8999,36,39.59,18.16,52.38,12.77,0.0788,69.29,8.79,0.1269
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76651,Energized Wild Jade,363919,80,36.3919,34.7994,41.3,8.05,42.68,8.31,0.0013,253.71,56.07,0.221
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76652,Jagged Wild Jade,434427,20,43.4427,43.4427,40.85,9.45,48.17,8.46,0.0278,71.14,14.71,0.2068
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76653,Regal Wild Jade,239233,36,23.9233,17.45,29.4,12.92,29.02,13,0.0126,130.14,13.57,0.1043
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76654,Forceful Wild Jade,304174,20,30.4174,29,34.4,13.68,40.61,12.43,0.0418,129.07,14.36,0.1113
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76655,Nimble Wild Jade,2000000,3,200,200,200,71.05,171,66.53,0.0078,3.21,0.79,0.2461
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76656,Puissant Wild Jade,1236931,35,123.6931,122.9999,44,40.6,65.13,40.73,0.0353,187.79,40.86,0.2176
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76657,Steady Wild Jade,264998,21,26.4998,26.1024,15.07,12.4,30.04,10.18,0.1006,87.29,9.79,0.1122
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76658,Deadly Vermilion Onyx,692346,52,69.2346,69.1244,49.42,18.4,62.81,17.88,0.0262,294.36,90.21,0.3065
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76659,Crafty Vermilion Onyx,568631,28,56.8631,54.9999,49.98,5.61,56.18,4.87,0.0111,197.14,75.36,0.3823
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76660,Potent Vermilion Onyx,514983,54,51.4983,51.3882,48.04,4.28,53.02,3.61,0.0117,323.86,120.14,0.371
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76661,Inscribed Vermilion Onyx,559585,117,55.9585,55.8,49.73,4.21,53.06,4.03,0.0063,367.21,92.64,0.2523
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76662,Polished Vermilion Onyx,82442,56,8.2442,6.9495,12.74,6.11,11.9,6.3,-0.0128,93.57,3.57,0.0382
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76663,Resolute Vermilion Onyx,584660,14,58.466,17.9,20.3,17.73,19.27,16.39,-0.0388,66,7.43,0.1126
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76664,Stalwart Vermilion Onyx,649999,18,64.9999,64.9,45,6.65,48.98,6.61,0.0092,103.43,21.93,0.212
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76665,Champion's Vermilion Onyx,129497,19,12.9497,12.9,31.9,17.06,25.99,17.49,-0.0215,137.43,10.36,0.0754
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76666,Deft Vermilion Onyx,477357,55,47.7357,47.4155,48.96,4.9,53.01,4.65,0.0076,272.64,73.14,0.2683
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76667,Wicked Vermilion Onyx,640000,24,64,63.9999,49.5,8.79,62.66,4.76,0.0358,264,69.29,0.2625
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76668,Reckless Vermilion Onyx,602528,56,60.2528,60.1427,49.69,6.38,59.37,4.16,0.0228,410.43,161.71,0.394
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76669,Fierce Vermilion Onyx,843449,39,84.3449,84.2897,43.14,4.88,48.1,4.32,0.0138,319,60.43,0.1894
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76670,Adept Vermilion Onyx,545539,55,54.5539,54.5538,47.44,5.65,53.27,5.07,0.0129,283,91.93,0.3248
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76671,Keen Vermilion Onyx,1547500,19,154.75,59.4949,49.65,13.3,63.38,11.91,0.0251,240.21,70.71,0.2944
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76672,Artful Vermilion Onyx,1398222,30,139.8222,139.8222,54,5.6,58.39,4.53,0.0145,358,162.64,0.4543
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76673,Fine Vermilion Onyx,860000,18,86,85.9,49.33,6.09,54.96,4.93,0.0181,164.21,36,0.2192
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76674,Skillful Vermilion Onyx,674843,54,67.4843,50.935,49.59,6.54,53.16,5.63,0.0153,268.21,53.57,0.1997
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76675,Lucent Vermilion Onyx,158500,28,15.85,15.85,20.9,18.81,40.57,16.39,0.0563,86.93,5.64,0.0649
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76676,Tenuous Vermilion Onyx,76804,32,7.6804,6.5,11.48,13.33,20.99,12.9,0.0531,72.71,2.07,0.0285
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76677,Willful Vermilion Onyx,228998,12,22.8999,22.8999,32.8,11.58,44.34,10.24,0.0425,94,11,0.117
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76678,Splendid Vermilion Onyx,41199,20,4.1199,4,5.35,33.47,26.5,30.97,0.0454,110.07,13.79,0.1253
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76679,Resplendent Vermilion Onyx,168118,33,16.8118,15.7,18.9,30.12,49.62,26.78,0.0881,133.29,6.29,0.0472
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76680,Glinting Imperial Amethyst,666512,29,66.6512,66.6511,46.69,5.1,50.47,4.65,0.0123,161.57,57.93,0.3585
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76681,Accurate Imperial Amethyst,350000,44,35,34.5,34.6,13.61,42.97,13.39,0.0178,146.43,20.64,0.141
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76682,Veiled Imperial Amethyst,466305,42,46.6305,44.9899,46,7.78,53.34,6.52,0.0237,240.43,41.29,0.1717
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76683,Retaliating Imperial Amethyst,95219,30,9.5219,7.9,11.54,8.52,22.12,6.97,0.0658,177.14,5.71,0.0322
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76684,Etched Imperial Amethyst,448999,71,44.8999,44.8895,34.9,8.14,39.81,7.02,0.0285,196,31.14,0.1589
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76685,Mysterious Imperial Amethyst,769999,35,76.9999,65.8158,43,10.07,53.06,9.09,0.0204,190.29,52.79,0.2774
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76686,Purified Imperial Amethyst,438880,65,43.888,43.8879,48.38,4.18,51.83,3.93,0.0087,391,149.79,0.3831
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76687,Shifting Imperial Amethyst,65500,18,6.55,6.55,17.5,15.68,19.74,16.27,0.0107,148.14,20.29,0.137
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76688,Guardian's Imperial Amethyst,629000,52,62.9,62.8898,31.8,24.52,48.53,23.26,0.026,115.36,21.93,0.1901
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76689,Timeless Imperial Amethyst,64825,23,6.4825,6,12.9,12.34,22.5,11.85,0.0575,77.71,5.43,0.0699
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76690,Defender's Imperial Amethyst,769998,52,76.9998,51.9899,36.47,10.22,30.68,9.43,-0.0271,125.93,26.14,0.2076
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76691,Sovereign Imperial Amethyst,61708,27,6.1709,4.98,14.85,9.05,15.02,9.42,0.0013,101.43,8.93,0.088
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76692,Delicate Primordial Ruby,417165,47,41.7165,41.4288,47.42,6.13,51.46,5.63,0.014,468.14,191.14,0.4083
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76693,Precise Primordial Ruby,250000,46,25,21.1,37.8,20.45,50.77,20.09,0.0405,150.71,19.07,0.1265
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76694,Brilliant Primordial Ruby,440180,43,44.0181,44.018,44.5,19.25,58.16,18.72,0.0253,530.57,187.29,0.353
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76695,Flashing Primordial Ruby,299999,29,29.9999,29.9998,48.58,19.81,62.58,18.74,0.0403,127.07,27.57,0.217
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76696,Bold Primordial Ruby,429999,59,42.9999,41.7165,44.75,4.68,44.71,3.87,0.0074,290.79,90.43,0.311
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76697,Smooth Sun's Radiance,495699,44,49.5699,44.1967,44.7,4.1,46.07,4.2,0.0041,467.79,197.57,0.4223
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76698,Subtle Sun's Radiance,284234,36,28.4234,24.5,34.5,16.37,40.12,16.23,0.0322,118.57,12.86,0.1085
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76699,Quick Sun's Radiance,434285,56,43.4285,41.8123,44.33,4.13,42.83,4.2,-0.0022,376.93,143.71,0.3813
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76700,Fractured Sun's Radiance,430442,38,43.0442,42.5796,41.98,5.78,44.29,5.89,0.0064,386.29,108.64,0.2812
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76701,Mystic Sun's Radiance,432675,53,43.2675,23.5,9.9,14.73,3.74,11.61,-0.1175,144.43,12.93,0.0895
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76728,Cracked Claw,0,0,0,0,10000.01,0,10000.01,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76734,Serpent's Eye,55000,343,5.5,5.4999,6.95,2.72,6.36,2.81,-0.0112,1200.93,424,0.3531
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76879,Ember Primal Diamond,2520268,45,252.0268,251.9895,230,43.66,262.75,34.28,0.0276,62.64,3.07,0.049
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76884,Agile Primal Diamond,2193000,21,219.3,217.9998,234.46,17.57,237.5,18.19,0.0018,155.5,46.21,0.2972
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76885,Burning Primal Diamond,2249998,28,224.9998,224.9898,249.75,76.41,294.42,75.52,0.0131,187.57,48.57,0.2589
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76886,Reverberating Primal Diamond,2425209,21,242.5209,242.5208,248.76,19.96,242.12,20.3,-0.0016,125.57,33.43,0.2662
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76887,Fleet Primal Diamond,4377493,24,437.7493,436.9999,230.99,65.73,274.25,64.56,0.016,45.29,4.21,0.093
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76888,Revitalizing Primal Diamond,2326297,22,232.6297,232.6296,247.75,26.31,246.06,26.92,0.0015,143.64,32.93,0.2293
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76890,Destructive Primal Diamond,1977500,11,197.75,197.75,200.25,117.45,285.62,114.07,0.0363,35.64,2.29,0.0643
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76891,Powerful Primal Diamond,1545038,19,154.5038,154.25,200,135.02,317.41,123.02,0.0339,46.57,4.21,0.0904
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76892,Enigmatic Primal Diamond,1550000,11,155,155,265.82,64.48,245.39,66.12,-0.0062,34.71,2.07,0.0596
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76893,Impassive Primal Diamond,2322500,18,232.25,219,248.99,71.49,282.39,72.13,0.0104,52.79,7.29,0.1381
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76894,Forlorn Primal Diamond,1697538,19,169.7538,169,225,62.12,266.54,61.07,0.0181,36.86,3.21,0.0871
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76895,Austere Primal Diamond,2142000,21,214.2,199,230.79,19.53,224.05,19.97,-0.0038,90.21,20.57,0.228
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76896,Eternal Primal Diamond,1880000,33,188,184.7499,200,32.13,221.05,31.37,0.0082,49.5,1.93,0.039
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,76897,Effulgent Primal Diamond,2320000,31,232,229.74,220.99,28.15,236.8,28.1,0.0063,30.71,5.14,0.1674
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77101,Glyph of Shadow,258657,8,25.8657,25.8657,44.69,27.46,22.04,7.87,-0.092,37.93,10.14,0.2673
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77173,Rooftop Griptoes,0,0,0,0,299,0,313,0,0.0033,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77317,Heartcrusher Wristplates,8899600,1,889.96,889.96,822.14,39.77,894.93,17.58,0.0095,1.5,0.14,0.0933
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77322,Bracers of Manifold Pockets,0,0,0,0,2000,0,2000,0,0,0.36,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77324,Chronoboost Bracers,0,0,0,0,1666.51,0,1666.51,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77467,Ghost Iron Bolts,175000,259,17.5,17.5,13.95,5,16.79,4.93,0.027,547.43,110,0.2009
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77468,High-Explosive Gunpowder,49999,72,4.9999,4.9999,7.75,1.36,7,1.34,-0.0137,363,78.14,0.2153
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77527,Big Game Hunter,0,0,0,0,500,86.6,463.84,79.93,0.0029,0.79,0.07,0.0886
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77528,Long-Range Trillium Sniper,0,0,0,0,1550,639.3,996.1,527.79,-0.0551,2.93,0.07,0.0239
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77529,Lord Blastington's Scope of Doom,4131782,36,413.1783,413,445.25,27.83,421.07,25.38,-0.0072,71.43,26.71,0.3739
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77530,Ghost Iron Dragonling,990000,17,99,98.9999,119,150.99,225.36,141.43,0.0359,44.93,9.07,0.2019
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77531,Mirror Scope,199999,16,19.9999,19.95,6.9,14.02,9.56,12.46,-0.0404,68.93,4.57,0.0663
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77532,Locksmith's Powderkeg,0,0,0,0,99.99,13.6,94.45,13.5,-0.0023,12.86,0.21,0.0163
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77540,Subtle Tinker's Gear,308996,20,30.8996,30.8499,31.55,2,33.34,1.63,0.0091,52.64,1,0.019
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77541,Smooth Tinker's Gear,984000,12,98.4,98.3999,65.88,25.85,83.59,22.53,0.0072,45.71,3.93,0.086
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77542,Quick Tinker's Gear,1197500,8,119.75,119.75,78.05,22.91,104.88,18.76,0.0245,45.57,4.07,0.0893
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77543,Precise Tinker's Gear,1201999,5,120.1999,120.1999,83.6,23.65,101.23,22.9,0.0201,42,1.93,0.046
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77544,Flashing Tinker's Gear,307499,5,30.7499,30.7499,20.35,7.53,22.94,7.7,0.0094,43.93,0.5,0.0114
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77545,Rigid Tinker's Gear,1201999,7,120.1999,120.1999,28.66,44.59,94.85,31.35,0.1239,47,2.36,0.0502
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77546,Sparkling Tinker's Gear,447000,11,44.7,44.7,78.1,29.5,76.06,29.5,-0.0134,49.43,1.79,0.0362
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77547,Fractured Tinker's Gear,1089999,8,108.9999,108.9999,96.66,17.96,110.53,16.92,0.0187,46.14,4.21,0.0912
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,77589,G91 Landshark,7297,82,0.7297,0.7296,1.25,1.94,1.27,1.55,-0.0618,215.07,12.5,0.0581
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78198,Replica Sorcerer's Crown,71521830,1,7152.183,7152.183,4527.23,1516.26,7185.13,771.32,0.0503,1.07,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78201,Replica Sorcerer's Mantle,89672930,1,8967.293,8967.293,6355.44,1490.12,9058.52,701.82,0.0403,1.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78217,Replica Virtuous Gloves,0,0,0,0,5555.91,0,5555.91,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78237,Replica Deathmist Robe,0,0,0,0,8167.94,234.21,8563.86,97.32,0.0062,1.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78250,Replica Feralheart Kilt,0,0,0,0,6999,0,6999,0,0,0.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78263,Replica Darkmantle Cap,0,0,0,0,9999,612.37,10165.67,514.09,0.0051,0.93,0.07,0.0753
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78267,Replica Darkmantle Spaulders,0,0,0,0,9999,0,10013,0,0.0001,0.07,0.07,1
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78269,Replica Darkmantle Tunic,0,0,0,0,9999,612.37,10165.67,514.09,0.0051,0.93,0.07,0.0753
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78271,Replica Beaststalker's Gloves,37983910,1,3798.391,3798.391,4213.09,257.33,3760.35,124.89,-0.0102,1.29,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78272,Replica Beaststalker's Boots,806159110,1,80615.911,80615.911,65612.28,12729.11,86278.98,4637.22,0.0429,1.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78276,Replica Beaststalker's Pants,137014995,1,13701.4995,13701.4995,17589.2,2691.73,12510.9,950.7,-0.0347,1.14,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78278,Replica Beastmaster's Gloves,0,0,0,0,5999,0,5999,0,0,0.21,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78280,Replica Beastmaster's Pants,0,0,0,0,5678,0,5678,0,0,0.43,0,0
EU - Aegwynn / Alliance,02/08/2014 16:46:29,02/08/2014,N/A,78282,Replica Beastmaster's Tunic,0,0,0,0,5899,0,5899,0,0,0.21,0,0
